uid,date,lon,lat,id,ii,pt,dck,sid,at,sst,w,d,slp,supd
D01457,1914-08-09T12:00:00Z,-4.75,50.08,Endurance,10,5,246,167,15.6,,9.3,203,1020.6,
D0146Q,1914-08-09T16:00:00Z,-5.12,49.79,Endurance,10,5,246,167,15.6,,12.3,214,1021.2,
D01485,1914-08-09T20:00:00Z,-5.49,49.5,Endurance,10,5,246,167,16.7,,2.6,214,1023.1,
D014A0,1914-08-10T00:00:00Z,-5.86,49.2,Endurance,10,5,246,167,15.6,,4.6,270,1022.9,
D014C7,1914-08-10T04:00:00Z,-6.23,48.91,Endurance,10,5,246,167,15.6,,,362,1024,
D014DM,1914-08-10T08:00:00Z,-6.6,48.62,Endurance,10,5,246,167,16.7,,2.6,248,1027.1,
D014ER,1914-08-10T12:00:00Z,-6.97,48.33,Endurance,10,5,246,167,16.9,,2.6,315,1028.6,
D014G7,1914-08-10T16:00:00Z,-7.06,48.19,Endurance,10,5,246,167,18.5,,4.6,315,1028.7,
D014HF,1914-08-10T20:00:00Z,-7.16,48.05,Endurance,10,5,246,167,15.8,,1,338,1029.1,
D014J8,1914-08-11T00:00:00Z,-7.25,47.92,Endurance,10,5,246,167,15.6,,1,45,1024.5,
D014LG,1914-08-11T04:00:00Z,-7.34,47.78,Endurance,10,5,246,167,15.6,,4.6,34,1031.9,
D014MU,1914-08-11T08:00:00Z,-7.43,47.64,Endurance,10,5,246,167,16.7,,4.6,,1031.9,
D014OK,1914-08-11T13:00:00Z,-7.55,47.47,Endurance,10,5,246,167,16.7,,9.3,79,1032,
D014PV,1914-08-11T17:00:00Z,-7.69,47.25,Endurance,10,5,246,167,16.1,,6.7,45,1030.7,
D014R9,1914-08-11T21:00:00Z,-7.84,47.04,Endurance,10,5,246,167,,16.4,9.3,45,,
D014TU,1914-08-12T01:00:00Z,-7.98,46.82,Endurance,10,5,246,167,,,6.7,68,1028.7,
D014UZ,1914-08-12T05:00:00Z,-8.13,46.61,Endurance,10,5,246,167,17.2,16.7,9.3,113,1024.9,
D014WE,1914-08-12T09:00:00Z,-8.27,46.39,Endurance,10,5,246,167,17.5,17.2,2.6,203,1019.8,
D014XS,1914-08-12T13:00:00Z,-8.42,46.18,Endurance,10,5,246,167,18.9,17.8,4.6,362,1019.4,
D014Z7,1914-08-12T17:00:00Z,-8.62,45.89,Endurance,10,5,246,167,18.9,17.8,9.3,225,1018.2,
D0150K,1914-08-12T21:00:00Z,-8.83,45.59,Endurance,10,5,246,167,18.3,17.5,2.6,248,1018.2,
D0153L,1914-08-13T01:00:00Z,-9.03,45.3,Endurance,10,5,246,167,18.3,,2.6,225,1014.7,
D0154S,1914-08-13T05:00:00Z,-9.24,45.01,Endurance,10,5,246,167,18.3,18.3,2.6,225,1016.6,
D01569,1914-08-13T09:00:00Z,-9.44,44.71,Endurance,10,5,246,167,18.3,,9.3,180,1016,
D0157P,1914-08-13T13:00:00Z,-9.65,44.42,Endurance,10,5,246,167,19.1,18.9,9.3,203,1018.2,
D01592,1914-08-13T17:00:00Z,-9.84,44.37,Endurance,10,5,246,167,19.2,18.9,9.3,203,1015.7,
D015AK,1914-08-13T21:00:00Z,-10.03,44.32,Endurance,10,5,246,167,18.9,18.9,12.3,203,1014.5,
D015DK,1914-08-14T01:00:00Z,-10.23,44.28,Endurance,10,5,246,167,18.3,,6.7,,1010.7,
D015EU,1914-08-14T05:00:00Z,-10.42,44.23,Endurance,10,5,246,167,18.9,19.2,12.3,270,1015,
D015GC,1914-08-14T09:00:00Z,-10.61,44.18,Endurance,10,5,246,167,18.9,18.9,12.3,270,1015.1,
D015HV,1914-08-14T13:00:00Z,-10.8,44.13,Endurance,10,5,246,167,18.6,18.5,15.4,248,1017.7,
D015JG,1914-08-14T17:00:00Z,-10.84,43.91,Endurance,10,5,246,167,19.4,18.4,12.3,248,1020,
D015L1,1914-08-14T21:00:00Z,-10.88,43.7,Endurance,10,5,246,167,18.9,18.3,9.3,270,1020.6,
D015NR,1914-08-15T01:00:00Z,-10.91,43.48,Endurance,10,5,246,167,18.9,19.2,4.6,315,1018.8,
D015P1,1914-08-15T05:00:00Z,-10.95,43.26,Endurance,10,5,246,167,18.9,17.2,4.6,293,1021.1,
D015QM,1914-08-15T09:00:00Z,-10.99,43.05,Endurance,10,5,246,167,17.2,17.5,6.7,248,1021.7,
D015S2,1914-08-15T13:00:00Z,-11.03,42.83,Endurance,10,5,246,167,20,19.4,6.7,248,1021.1,
D015TE,1914-08-15T17:00:00Z,-11.19,42.51,Endurance,10,5,246,167,20.3,18.9,9.3,248,1020,
D015UT,1914-08-15T21:00:00Z,-11.35,42.2,Endurance,10,5,246,167,19.7,18.3,6.7,293,1020.5,
D015XG,1914-08-16T01:00:00Z,-11.51,41.88,Endurance,10,5,246,167,19.7,19.2,6.7,326,1016.8,
D015YO,1914-08-16T05:00:00Z,-11.68,41.56,Endurance,10,5,246,167,19.4,19.2,15.4,293,1020,
D01606,1914-08-16T09:00:00Z,-11.84,41.25,Endurance,10,5,246,167,20,20,19,293,1020.6,
D0161L,1914-08-16T13:00:00Z,-12,40.93,Endurance,10,5,246,167,20.8,18.6,6.7,,1020.8,
D01632,1914-08-16T17:00:00Z,-12.14,40.67,Endurance,10,5,246,167,21.1,20.6,6.7,338,1020.4,
D0164G,1914-08-16T21:00:00Z,-12.27,40.4,Endurance,10,5,246,167,20,20.6,9.3,338,1020.6,
D01679,1914-08-17T01:00:00Z,-12.41,40.14,Endurance,10,5,246,167,20.2,20.4,4.6,11,1017.8,
D0168G,1914-08-17T05:00:00Z,-12.55,39.88,Endurance,10,5,246,167,20,,4.6,23,1021,
D0169Z,1914-08-17T09:00:00Z,-12.68,39.61,Endurance,10,5,246,167,21.1,20,4.6,23,1020.7,
D016BE,1914-08-17T13:00:00Z,-12.82,39.35,Endurance,10,5,246,167,21.7,20.6,4.6,23,1020.5,
D016CT,1914-08-17T17:00:00Z,-12.96,39.11,Endurance,10,5,246,167,21.7,20.6,4.6,23,1020.2,
D016E9,1914-08-17T21:00:00Z,-13.1,38.88,Endurance,10,5,246,167,21.1,20.7,2.6,11,1020.5,
D016GU,1914-08-18T01:00:00Z,-13.24,38.64,Endurance,10,5,246,167,21.1,20.8,2.6,11,1017.8,
D016I4,1914-08-18T05:00:00Z,-13.39,38.4,Endurance,10,5,246,167,19.4,19.7,4.6,11,1020.9,
D016JM,1914-08-18T09:00:00Z,-13.53,38.17,Endurance,10,5,246,167,20,,4.6,11,1020.6,
D016L2,1914-08-18T13:00:00Z,-13.67,37.93,Endurance,10,5,246,167,21.1,21.2,4.6,23,1020,
D016MF,1914-08-18T17:00:00Z,-13.82,37.64,Endurance,10,5,246,167,22.2,21.3,,,1019.8,
D016NQ,1914-08-18T21:00:00Z,-13.97,37.36,Endurance,10,5,246,167,20.3,,2.6,11,1020.9,
D016QW,1914-08-19T01:00:00Z,-14.12,37.07,Endurance,10,5,246,167,20,,6.7,11,1018.1,
D016S4,1914-08-19T05:00:00Z,-14.27,36.79,Endurance,10,5,246,167,20,,9.3,338,1018.4,
D016TQ,1914-08-19T09:00:00Z,-14.42,36.5,Endurance,10,5,246,167,20.3,21,9.3,338,1021.4,
D016VA,1914-08-19T13:00:00Z,-14.57,36.22,Endurance,10,5,246,167,21.1,,12.3,338,1020.7,
D016WR,1914-08-19T17:00:00Z,-14.74,35.94,Endurance,10,5,246,167,21.7,21.2,12.3,23,1021.6,
D016Y4,1914-08-19T21:00:00Z,-14.92,35.65,Endurance,10,5,246,167,20.7,,6.7,11,1023.3,
D01717,1914-08-20T01:00:00Z,-15.09,35.37,Endurance,10,5,246,167,21.1,21.1,6.7,11,1021.2,
D0172I,1914-08-20T05:00:00Z,-15.27,35.09,Endurance,10,5,246,167,20.6,,4.6,11,1026.3,
D01742,1914-08-20T09:00:00Z,-15.44,34.8,Endurance,10,5,246,167,20.8,21.8,4.6,90,1026,
D0175K,1914-08-20T13:00:00Z,-15.62,34.52,Endurance,10,5,246,167,22.2,21.7,4.6,68,1025.7,
D01772,1914-08-20T17:00:00Z,-15.63,34.41,Endurance,10,5,246,167,21.9,21.1,4.6,68,1025.1,
D0178G,1914-08-20T21:00:00Z,-15.64,34.3,Endurance,10,5,246,167,20.7,20,4.6,68,1026.2,
D017C0,1914-08-21T01:00:00Z,-15.66,34.19,Endurance,10,5,246,167,21.1,,4.6,68,1024.2,
D017DA,1914-08-21T05:00:00Z,-15.67,34.08,Endurance,10,5,246,167,20.8,,4.6,68,1025.9,
D017EW,1914-08-21T09:00:00Z,-15.68,33.97,Endurance,10,5,246,167,22.2,,4.6,68,1025.1,
D017GH,1914-08-21T13:00:00Z,-15.69,33.85,Endurance,10,5,246,167,24.7,24.4,1,180,1025.8,
D017I4,1914-08-21T17:00:00Z,-15.7,33.75,Endurance,10,5,246,167,23.9,,1,180,1025.6,
D017JL,1914-08-21T21:00:00Z,-15.72,33.64,Endurance,10,5,246,167,22.2,,,,1025.9,
D017MQ,1914-08-22T01:00:00Z,-15.73,33.53,Endurance,10,5,246,167,,,,,,
D017O2,1914-08-22T05:00:00Z,-15.74,33.42,Endurance,10,5,246,167,20.8,,1,158,1022.7,
D017PN,1914-08-22T09:00:00Z,-15.75,33.31,Endurance,10,5,246,167,23.6,,1,135,1021.5,
D017R5,1914-08-22T13:00:00Z,-15.76,33.18,Endurance,10,5,246,167,24.4,24.4,1,158,1020.7,
D017SN,1914-08-22T17:00:00Z,-15.78,33.09,Endurance,10,5,246,167,23.9,,2.6,90,1020.2,
D017U2,1914-08-22T21:00:00Z,-15.79,32.98,Endurance,10,5,246,167,21.7,,2.6,68,1021.3,
D017XA,1914-08-23T01:00:00Z,-15.8,32.87,Endurance,10,5,246,167,,,,,,
D017YJ,1914-08-23T05:00:00Z,-15.81,32.76,Endurance,10,5,246,167,21.1,,1,360,1021.7,
D01804,1914-08-23T09:00:00Z,-15.82,32.65,Endurance,10,5,246,167,24.2,,2.6,23,1022.3,
D0181N,1914-08-23T13:00:00Z,-15.83,32.52,Endurance,10,5,246,167,25.3,24.7,2.6,360,1021.9,
D01834,1914-08-23T17:00:00Z,-15.85,32.42,Endurance,10,5,246,167,23.9,,1,338,1021.6,
D0184K,1914-08-23T21:00:00Z,-15.86,32.31,Endurance,10,5,246,167,22.2,,,,,
D0187D,1914-08-24T01:00:00Z,-15.87,32.2,Endurance,10,5,246,167,,,,,,
D0188K,1914-08-24T05:00:00Z,-15.88,32.09,Endurance,10,5,246,167,26.1,,,,1020.4,
D018A6,1914-08-24T09:00:00Z,-15.89,31.98,Endurance,10,5,246,167,27.8,,4.6,45,1020.2,
D018BO,1914-08-24T13:00:00Z,-15.91,31.85,Endurance,10,5,246,167,29.4,25,6.7,360,1020.2,
D018D8,1914-08-24T17:00:00Z,-15.92,31.76,Endurance,10,5,246,167,26.1,,4.6,23,1020.7,
D018ER,1914-08-24T21:00:00Z,-15.93,31.65,Endurance,10,5,246,167,24.4,,6.7,360,1021.5,
D018HT,1914-08-25T01:00:00Z,-15.94,31.54,Endurance,10,5,246,167,,,,,,
D018J1,1914-08-25T05:00:00Z,-15.95,31.43,Endurance,10,5,246,167,22.2,,2.6,90,1022.9,
D018KP,1914-08-25T09:00:00Z,-15.97,31.32,Endurance,10,5,246,167,22.2,,2.6,113,1022.9,
D018M9,1914-08-25T13:00:00Z,-15.98,31.17,Endurance,10,5,246,167,26.7,25,6.7,101,1022.4,
D018NQ,1914-08-25T17:00:00Z,-15.99,31.1,Endurance,10,5,246,167,23.9,,9.3,90,1024.1,
D018P9,1914-08-25T21:00:00Z,-16,30.99,Endurance,10,5,246,167,22.2,,9.3,68,1024.5,
D018S3,1914-08-26T01:00:00Z,-16.01,30.88,Endurance,10,5,246,167,21.7,,6.7,23,1022.8,
D018TC,1914-08-26T05:00:00Z,-16.03,30.77,Endurance,10,5,246,167,22.2,,6.7,23,1023.5,
D018UZ,1914-08-26T09:00:00Z,-16.04,30.66,Endurance,10,5,246,167,26.1,,6.7,23,1022.3,
D018WL,1914-08-26T13:00:00Z,-16.05,30.55,Endurance,10,5,246,167,27.2,25.3,6.7,23,1021.8,
D018Y7,1914-08-26T17:00:00Z,-16.09,30.21,Endurance,10,5,246,167,26.1,,6.7,23,1022.6,
D018ZQ,1914-08-26T21:00:00Z,-16.13,29.87,Endurance,10,5,246,167,25,,6.7,23,1022.3,
D0192F,1914-08-27T01:00:00Z,-16.17,29.52,Endurance,10,5,246,167,21.1,,6.7,23,,
D0193O,1914-08-27T05:00:00Z,-16.22,29.18,Endurance,10,5,246,167,21.1,,4.6,23,,
D01958,1914-08-27T09:00:00Z,-16.26,28.84,Endurance,10,5,246,167,24.4,,4.6,23,,
D0196U,1914-08-27T13:00:00Z,-16.3,28.5,Endurance,10,5,246,167,26.1,25.6,4.6,23,,
D0198D,1914-08-27T17:00:00Z,-16.37,28.41,Endurance,10,5,246,167,24.4,,2.6,45,,
D0199U,1914-08-27T21:00:00Z,-16.44,28.32,Endurance,10,5,246,167,23.9,,4.6,45,,
D019CX,1914-08-28T01:00:00Z,-16.51,28.24,Endurance,10,5,246,167,,,4.6,45,,
D019E5,1914-08-28T05:00:00Z,-16.58,28.15,Endurance,10,5,246,167,25,24.4,4.6,45,1019.5,
D019FP,1914-08-28T09:00:00Z,-16.65,28.06,Endurance,10,5,246,167,26.1,,4.6,45,1019.2,
D019HA,1914-08-28T13:00:00Z,-16.72,30.55,Endurance,10,5,246,167,27.8,25.6,4.6,45,1019.6,
D019IT,1914-08-28T17:00:00Z,-16.79,27.89,Endurance,10,5,246,167,25,,2.6,23,1018.6,
D019KC,1914-08-28T21:00:00Z,-16.86,27.8,Endurance,10,5,246,167,22.8,25,2.6,23,1019.3,
D019ND,1914-08-29T01:00:00Z,-16.93,27.71,Endurance,10,5,246,167,,,,,,
D019OJ,1914-08-29T05:00:00Z,-17,27.62,Endurance,10,5,246,167,22.8,,9.3,23,1019.1,
D019Q3,1914-08-29T09:00:00Z,-17.07,27.54,Endurance,10,5,246,167,23.9,,9.3,23,1019.3,
D019RN,1914-08-29T13:00:00Z,-17.13,29.17,Endurance,10,5,246,167,24.4,24.4,9.3,23,1018.8,
D019T8,1914-08-29T17:00:00Z,-17.2,27.36,Endurance,10,5,246,167,25,,9.3,23,1017.6,
D019US,1914-08-29T21:00:00Z,-17.27,27.27,Endurance,10,5,246,167,23.3,,9.3,23,1018.5,
D019XR,1914-08-30T01:00:00Z,-17.34,27.19,Endurance,10,5,246,167,23.3,,9.3,45,1018.1,
D019Z0,1914-08-30T05:00:00Z,-17.41,27.1,Endurance,10,5,246,167,22.8,,4.6,90,1017.8,
D01A0O,1914-08-30T09:00:00Z,-17.48,27.01,Endurance,10,5,246,167,24.4,,6.7,135,1018,
D01A2D,1914-08-30T13:00:00Z,-17.55,27.78,Endurance,10,5,246,167,25.6,25,2.6,135,1018.1,
D01A3Z,1914-08-30T17:00:00Z,-17.62,26.84,Endurance,10,5,246,167,25,,2.6,135,1017.8,
D01A5K,1914-08-30T21:00:00Z,-17.69,26.75,Endurance,10,5,246,167,23.9,,4.6,315,1018.2,
D01A8K,1914-08-31T01:00:00Z,-17.76,26.66,Endurance,10,5,246,167,24.4,,,361,1017.8,
D01A9S,1914-08-31T05:00:00Z,-17.83,26.57,Endurance,10,5,246,167,24.4,,2.6,326,1019.5,
D01ABF,1914-08-31T09:00:00Z,-17.9,26.49,Endurance,10,5,246,167,25,,2.6,315,1019,
D01AD2,1914-08-31T13:00:00Z,-17.97,26.4,Endurance,10,5,246,167,25,25,2.6,293,1018.6,
D01AEN,1914-08-31T17:00:00Z,-18.34,25.97,Endurance,10,5,246,167,24.4,,1,293,1018.8,
D01AG5,1914-08-31T21:00:00Z,-18.7,25.55,Endurance,10,5,246,167,23.3,,1,293,1019.6,
D01AJE,1914-09-01T01:00:00Z,-19.07,25.12,Endurance,10,5,246,167,22.8,,1,338,1019.8,
D01AKP,1914-09-01T05:00:00Z,-19.44,24.7,Endurance,10,5,246,167,23.9,,1,362,1020.8,
D01AMF,1914-09-01T09:00:00Z,-19.8,24.28,Endurance,10,5,246,167,25,24.4,4.6,23,1020.3,
D01AO3,1914-09-01T13:00:00Z,-20.17,23.85,Endurance,10,5,246,167,25,,4.6,11,1019.7,
D01APN,1914-09-01T17:00:00Z,-20.25,23.61,Endurance,10,5,246,167,24.4,,2.6,11,1018.5,
D01AR9,1914-09-01T21:00:00Z,-20.34,23.38,Endurance,10,5,246,167,25.6,,2.6,23,1019.4,
D01AUG,1914-09-02T01:00:00Z,-20.42,23.14,Endurance,10,5,246,167,24.2,,4.6,23,1018.8,
D01AVN,1914-09-02T05:00:00Z,-20.5,22.9,Endurance,10,5,246,167,22.8,,4.6,23,1017.3,
D01AXA,1914-09-02T09:00:00Z,-20.59,22.67,Endurance,10,5,246,167,23.3,,4.6,23,1017.9,
D01AYW,1914-09-02T13:00:00Z,-20.67,22.43,Endurance,10,5,246,167,25,,4.6,23,1016.4,
D01B0H,1914-09-02T17:00:00Z,-20.94,22.14,Endurance,10,5,246,167,25,,6.7,23,1015.7,
D01B1W,1914-09-02T21:00:00Z,-21.21,21.85,Endurance,10,5,246,167,23.9,,6.7,23,1017.5,
D01B54,1914-09-03T01:00:00Z,-21.48,21.55,Endurance,10,5,246,167,24.2,,6.7,23,1016.4,
D01B6F,1914-09-03T05:00:00Z,-21.76,21.26,Endurance,10,5,246,167,23.9,,4.6,23,1015.4,
D01B85,1914-09-03T09:00:00Z,-22.03,20.97,Endurance,10,5,246,167,23.9,,9.3,11,1016.6,
D01B9V,1914-09-03T13:00:00Z,-22.3,20.68,Endurance,10,5,246,167,25.8,,6.7,23,1016.2,
D01BBJ,1914-09-03T17:00:00Z,-22.64,20.34,Endurance,10,5,246,167,25.6,,6.7,45,1014.7,
D01BD4,1914-09-03T21:00:00Z,-22.97,20,Endurance,10,5,246,167,24.4,,6.7,23,1015.5,
D01BGE,1914-09-04T01:00:00Z,-23.31,19.66,Endurance,10,5,246,167,25,,6.7,23,1015.7,
D01BHN,1914-09-04T05:00:00Z,-23.64,19.32,Endurance,10,5,246,167,24.4,,6.7,23,1018.5,
D01BJ9,1914-09-04T09:00:00Z,-23.98,18.98,Endurance,10,5,246,167,25.4,,6.7,45,1016.4,
D01BLC,1914-09-04T14:00:00Z,-24.4,18.55,Endurance,10,5,246,167,26.4,,9.3,68,1016.3,
D01BMZ,1914-09-04T18:00:00Z,-24.51,18.27,Endurance,10,5,246,167,25.4,,9.3,68,1014.1,
D01BOG,1914-09-04T22:00:00Z,-24.63,17.99,Endurance,10,5,246,167,24.4,,9.3,68,1015.2,
D01BRZ,1914-09-05T02:00:00Z,-24.74,17.71,Endurance,10,5,246,167,26.7,,6.7,68,1015.7,
D01BTB,1914-09-05T06:00:00Z,-24.85,17.43,Endurance,10,5,246,167,25,,4.6,79,1014.4,
D01BUY,1914-09-05T10:00:00Z,-24.97,17.15,Endurance,10,5,246,167,25,,9.3,68,1016.1,
D01BWN,1914-09-05T14:00:00Z,-25.08,16.87,Endurance,10,5,246,167,27.3,24.6,1,293,1014.3,
D01BYB,1914-09-05T18:00:00Z,-25.19,16.47,Endurance,10,5,246,167,26.1,,4.6,158,1012.8,
D01BZQ,1914-09-05T22:00:00Z,-25.3,16.07,Endurance,10,5,246,167,25.3,,2.6,135,1014.4,
D01C2C,1914-09-06T02:00:00Z,-25.4,15.67,Endurance,10,5,246,167,25.3,,2.6,158,1015.4,
D01C3I,1914-09-06T06:00:00Z,-25.51,15.27,Endurance,10,5,246,167,26.1,,4.6,158,1015.2,
D01C52,1914-09-06T10:00:00Z,-25.62,14.87,Endurance,10,5,246,167,27.9,,4.6,158,1014.6,
D01C6P,1914-09-06T14:00:00Z,-25.73,14.47,Endurance,10,5,246,167,28.1,,1,225,1015,
D01C87,1914-09-06T18:00:00Z,-25.8,14.09,Endurance,10,5,246,167,27.2,,1,362,1014.7,
D01C9L,1914-09-06T22:00:00Z,-25.87,13.7,Endurance,10,5,246,167,26.9,,4.6,293,1016.1,
D01CCD,1914-09-07T02:00:00Z,-25.94,13.32,Endurance,10,5,246,167,26.7,,4.6,293,1016.1,
D01CDK,1914-09-07T06:00:00Z,-26.01,12.94,Endurance,10,5,246,167,25.3,,4.6,281,1014.2,
D01CF4,1914-09-07T10:00:00Z,-26.08,12.55,Endurance,10,5,246,167,26.1,,6.7,281,1015,
D01CGR,1914-09-07T14:00:00Z,-26.15,12.17,Endurance,10,5,246,167,25.6,,6.7,,1014.7,
D01CI9,1914-09-07T18:00:00Z,-26.18,11.94,Endurance,10,5,246,167,26.1,,6.7,,1013.1,
D01CJP,1914-09-07T22:00:00Z,-26.21,11.72,Endurance,10,5,246,167,25,,6.7,,1014.5,
D01CMK,1914-09-08T02:00:00Z,-26.23,11.49,Endurance,10,5,246,167,26.1,,,,1014,
D01CNR,1914-09-08T06:00:00Z,-26.26,11.27,Endurance,10,5,246,167,25.3,,6.7,338,1013,
D01CPD,1914-09-08T10:00:00Z,-26.29,11.05,Endurance,10,5,246,167,26.1,,6.7,,1013.8,
D01CR1,1914-09-08T14:00:00Z,-26.32,10.82,Endurance,10,5,246,167,30.1,,6.7,,1013.7,
D01CSK,1914-09-08T18:00:00Z,-26.26,10.54,Endurance,10,5,246,167,27.2,,6.7,,1012,
D01CTZ,1914-09-08T22:00:00Z,-26.2,10.26,Endurance,10,5,246,167,25,,6.7,,1013.2,
D01CX0,1914-09-09T02:00:00Z,-26.14,9.98,Endurance,10,5,246,167,25,,6.7,,1013.7,
D01CY6,1914-09-09T06:00:00Z,-26.09,9.69,Endurance,10,5,246,167,24.7,,6.7,,1009.4,
D01CZQ,1914-09-09T10:00:00Z,-26.03,9.41,Endurance,10,5,246,167,25.1,,6.7,,1013.5,
D01D1B,1914-09-09T14:00:00Z,-25.97,9.13,Endurance,10,5,246,167,25.6,,9.3,,1013.8,
D01D2W,1914-09-09T18:00:00Z,-25.65,9.05,Endurance,10,5,246,167,26.7,,15.4,,1013.4,
D01D4A,1914-09-09T22:00:00Z,-25.33,8.98,Endurance,10,5,246,167,26.8,,15.4,,1013.8,
D01D72,1914-09-10T02:00:00Z,-25.01,8.9,Endurance,10,5,246,167,26.7,,12.3,,1014.4,
D01D89,1914-09-10T06:00:00Z,-24.69,8.82,Endurance,10,5,246,167,25,,4.6,,1013.5,
D01D9V,1914-09-10T10:00:00Z,-24.37,8.75,Endurance,10,5,246,167,25.6,,4.6,,1012.9,
D01DBH,1914-09-10T14:00:00Z,-24.05,8.67,Endurance,10,5,246,167,27.5,,4.6,,1012.9,
D01DD3,1914-09-10T18:00:00Z,-24.17,8.37,Endurance,10,5,246,167,27.4,,6.7,,1013.3,
D01DEH,1914-09-10T22:00:00Z,-24.28,8.07,Endurance,10,5,246,167,26.1,,2.6,,1012.8,
D01DHI,1914-09-11T02:00:00Z,-24.4,7.77,Endurance,10,5,246,167,25.6,,4.6,,1015.4,
D01DIR,1914-09-11T06:00:00Z,-24.52,7.48,Endurance,10,5,246,167,25,,2.6,203,1013.8,
D01DKC,1914-09-11T10:00:00Z,-24.63,7.18,Endurance,10,5,246,167,27.8,,9.3,,1015.1,
D01DM0,1914-09-11T14:00:00Z,-24.75,6.88,Endurance,10,5,246,167,30.1,,9.3,,1014.8,
D01DNP,1914-09-11T18:00:00Z,-24.57,6.45,Endurance,10,5,246,167,30.9,,6.7,,1013.8,
D01DP4,1914-09-11T22:00:00Z,-24.39,6.01,Endurance,10,5,246,167,26.1,,6.7,,1015.3,
D01DRY,1914-09-12T02:00:00Z,-24.21,5.58,Endurance,10,5,246,167,25,,12.3,,1015.7,
D01DT5,1914-09-12T06:00:00Z,-24.03,5.15,Endurance,10,5,246,167,25.3,,2.6,203,1014,
D01DUR,1914-09-12T10:00:00Z,-23.85,4.71,Endurance,10,5,246,167,26.1,,6.7,,1015.7,
D01DWE,1914-09-12T14:00:00Z,-23.67,4.28,Endurance,10,5,246,167,27.4,,6.7,,1015.6,
D01DY4,1914-09-12T18:00:00Z,-23.69,4.04,Endurance,10,5,246,167,26.4,,6.7,,1013.9,
D01DZJ,1914-09-12T22:00:00Z,-23.7,3.8,Endurance,10,5,246,167,25.3,,6.7,180,1015.6,
D01E2I,1914-09-13T02:00:00Z,-23.72,3.55,Endurance,10,5,246,167,25,,6.7,180,1016.1,
D01E3R,1914-09-13T06:00:00Z,-23.74,3.31,Endurance,10,5,246,167,24.7,,4.6,203,1015.5,
D01E5G,1914-09-13T10:00:00Z,-23.75,3.07,Endurance,10,5,246,167,25,,6.7,203,1016.4,
D01E76,1914-09-13T14:00:00Z,-23.77,2.83,Endurance,10,5,246,167,25.6,,4.6,191,1016,
D01E8Z,1914-09-13T18:00:00Z,-23.79,2.57,Endurance,10,5,246,167,26.7,,6.7,191,1014.4,
D01EAF,1914-09-13T22:00:00Z,-23.81,2.31,Endurance,10,5,246,167,24.4,,6.7,169,1015.2,
D01EDC,1914-09-14T02:00:00Z,-23.82,2.05,Endurance,10,5,246,167,24.4,,6.7,169,1015.7,
D01EEN,1914-09-14T06:00:00Z,-23.84,1.8,Endurance,10,5,246,167,24.4,,6.7,191,1014.3,
D01EGC,1914-09-14T10:00:00Z,-23.86,1.54,Endurance,10,5,246,167,24.7,,9.3,,1016.4,
D01EHY,1914-09-14T14:00:00Z,-23.88,1.28,Endurance,10,5,246,167,24.4,,9.3,,1015.7,
D01EJL,1914-09-14T18:00:00Z,-24.07,0.93,Endurance,10,5,246,167,24.4,,12.3,,1013.7,
D01EKX,1914-09-14T22:00:00Z,-24.25,0.59,Endurance,10,5,246,167,23.9,,6.7,146,1015.3,
D01ENT,1914-09-15T02:00:00Z,-24.44,0.24,Endurance,10,5,246,167,23.9,,6.7,146,1015.9,
D01EP0,1914-09-15T06:00:00Z,-24.63,-0.11,Endurance,10,5,246,167,24.4,,4.6,146,1015.3,
D01EQM,1914-09-15T10:00:00Z,-24.81,-0.45,Endurance,10,5,246,167,23.4,,6.7,146,1015.3,
D01ES7,1914-09-15T14:00:00Z,-25,-0.8,Endurance,10,5,246,167,25,,4.6,146,1014.4,
D01ETQ,1914-09-15T18:00:00Z,-25.19,-1.17,Endurance,10,5,246,167,24.4,,4.6,146,1013.5,
D01EV2,1914-09-15T22:00:00Z,-25.37,-1.53,Endurance,10,5,246,167,23.9,,6.7,146,1014.4,
D01EXQ,1914-09-16T02:00:00Z,-25.56,-1.9,Endurance,10,5,246,167,23.3,,4.6,146,1014.7,
D01EYX,1914-09-16T06:00:00Z,-25.75,-2.27,Endurance,10,5,246,167,23.3,,2.6,158,1014.7,
D01F0J,1914-09-16T10:00:00Z,-25.93,-2.63,Endurance,10,5,246,167,24.4,,6.7,146,1014.6,
D01F26,1914-09-16T14:00:00Z,-26.12,-3,Endurance,10,5,246,167,25.3,,6.7,146,1015.5,
D01F3W,1914-09-16T18:00:00Z,-26.29,-3.26,Endurance,10,5,246,167,25,,6.7,,1012.4,
D01F59,1914-09-16T22:00:00Z,-26.45,-3.52,Endurance,10,5,246,167,24.7,,9.3,,1014.2,
D01F83,1914-09-17T02:00:00Z,-26.62,-3.77,Endurance,10,5,246,167,23.9,,6.7,135,1014.2,
D01F9A,1914-09-17T06:00:00Z,-26.79,-4.03,Endurance,10,5,246,167,24.4,,4.6,146,1014.6,
D01FAX,1914-09-17T10:00:00Z,-26.95,-4.29,Endurance,10,5,246,167,25,,4.6,113,1014.5,
D01FCJ,1914-09-17T14:00:00Z,-27.12,-4.55,Endurance,10,5,246,167,25.1,25.2,12.3,146,1014.7,
D01FE4,1914-09-17T18:00:00Z,-27.25,-4.82,Endurance,10,5,246,167,25,,9.3,146,1012.3,
