uid,date,lon,lat,id,ii,pt,dck,sid,at,sst,w,d,slp,supd
D03PUL,1915-05-04T19:00:00Z,-42.43,-75.37,Endurance,10,5,246,167,-15.5,,1,214,998.9,
D03PWV,1915-05-04T23:00:00Z,-42.43,-75.36,Endurance,10,5,246,167,-21.1,,1,225,997.7,
D03PZF,1915-05-05T03:00:00Z,-42.43,-75.35,Endurance,10,5,246,167,-20.6,,6.7,225,996.7,
D03Q1T,1915-05-05T07:00:00Z,-42.43,-75.34,Endurance,10,5,246,167,-15.3,,2.6,214,996.5,
D03Q46,1915-05-05T11:00:00Z,-42.43,-75.33,Endurance,10,5,246,167,-20,,1,214,996.6,
D03Q6T,1915-05-05T15:00:00Z,-42.43,-75.32,Endurance,10,5,246,167,-22.9,,1,225,996,
D03Q96,1915-05-05T19:00:00Z,-42.41,-75.29,Endurance,10,5,246,167,-24.9,,1,236,995.9,
D03QBD,1915-05-05T23:00:00Z,-42.4,-75.27,Endurance,10,5,246,167,-24.6,,2.6,236,996.2,
D03QDQ,1915-05-06T03:00:00Z,-42.38,-75.24,Endurance,10,5,246,167,-24.6,,6.7,236,996.7,
D03QG3,1915-05-06T07:00:00Z,-42.36,-75.22,Endurance,10,5,246,167,-22.9,,6.7,236,997.2,
D03QIE,1915-05-06T11:00:00Z,-42.35,-75.2,Endurance,10,5,246,167,-20,,6.7,236,998,
D03QL1,1915-05-06T15:00:00Z,-42.33,-75.17,Endurance,10,5,246,167,-20.3,,4.6,236,1000.4,
D03QNH,1915-05-06T19:00:00Z,-42.25,-75.16,Endurance,10,5,246,167,-21.6,,2.6,236,1001.6,
D03QPO,1915-05-06T23:00:00Z,-42.18,-75.15,Endurance,10,5,246,167,-22.1,,2.6,236,1002.3,
D03QS1,1915-05-07T03:00:00Z,-42.1,-75.15,Endurance,10,5,246,167,-23.3,,2.6,236,1003.6,
D03QUC,1915-05-07T07:00:00Z,-42.02,-75.14,Endurance,10,5,246,167,-23.3,,2.6,236,1004.1,
D03QWO,1915-05-07T11:00:00Z,-41.95,-75.13,Endurance,10,5,246,167,-23.6,,2.6,225,1003.6,
D03QZB,1915-05-07T15:00:00Z,-41.87,-75.12,Endurance,10,5,246,167,-24.7,,2.6,225,1004.9,
D03R1N,1915-05-07T19:00:00Z,-41.94,-75.11,Endurance,10,5,246,167,-25.1,,2.6,225,1004.8,
D03R3S,1915-05-07T23:00:00Z,-42.01,-75.1,Endurance,10,5,246,167,-25.4,,2.6,225,1005.3,
D03R61,1915-05-08T03:00:00Z,-42.07,-75.09,Endurance,10,5,246,167,-26.4,,,225,1005.2,
D03R89,1915-05-08T07:00:00Z,-42.14,-75.07,Endurance,10,5,246,167,-27.2,,,225,1004.9,
D03RAH,1915-05-08T11:00:00Z,-42.21,-75.06,Endurance,10,5,246,167,-27.3,,,225,1004.7,
D03RD1,1915-05-08T15:00:00Z,-42.28,-75.05,Endurance,10,5,246,167,-26.8,,0,225,1005.9,
D03RFC,1915-05-08T19:00:00Z,-42.27,-75.04,Endurance,10,5,246,167,,,,,,
D03RHH,1915-05-08T23:00:00Z,-42.25,-75.03,Endurance,10,5,246,167,-25.1,,0,361,1007.1,
D03RK0,1915-05-09T03:00:00Z,-42.24,-75.02,Endurance,10,5,246,167,-24.7,,1,225,1007.4,
D03RMA,1915-05-09T07:00:00Z,-42.23,-75.02,Endurance,10,5,246,167,-24.4,,1,225,1007.6,
D03ROK,1915-05-09T11:00:00Z,-42.21,-75.01,Endurance,10,5,246,167,-24,,1,225,1007,
D03RR4,1915-05-09T15:00:00Z,-42.2,-75,Endurance,10,5,246,167,-23.9,,1,236,1005.1,
D03RTG,1915-05-09T19:00:00Z,-42.18,-75,Endurance,10,5,246,167,-26.3,,1,236,1004.4,
D03RVI,1915-05-09T23:00:00Z,-42.17,-74.99,Endurance,10,5,246,167,-27.2,,0,361,1003.2,
D03RXQ,1915-05-10T03:00:00Z,-42.15,-74.99,Endurance,10,5,246,167,-26.8,,1,248,1001.5,
D03RZX,1915-05-10T07:00:00Z,-42.13,-74.99,Endurance,10,5,246,167,-26.8,,1,248,998.8,
D03S25,1915-05-10T11:00:00Z,-42.12,-74.98,Endurance,10,5,246,167,-28.3,,1,259,997.7,
D03S4L,1915-05-10T15:00:00Z,-42.1,-74.98,Endurance,10,5,246,167,-27.2,,1,270,996.9,
D03S6U,1915-05-10T19:00:00Z,-42.08,-74.98,Endurance,10,5,246,167,-27.7,,1,270,995.8,
D03S92,1915-05-10T23:00:00Z,-42.06,-74.99,Endurance,10,5,246,167,-26.1,,0,361,994.5,
D03SBL,1915-05-11T03:00:00Z,-42.03,-74.99,Endurance,10,5,246,167,-23.9,,2.6,45,992.3,
D03SDV,1915-05-11T07:00:00Z,-42.01,-74.99,Endurance,10,5,246,167,-18.3,,4.6,45,989.8,
D03SG6,1915-05-11T11:00:00Z,-41.99,-75,Endurance,10,5,246,167,-19.4,,2.6,45,987,
D03SIQ,1915-05-11T15:00:00Z,-41.97,-75,Endurance,10,5,246,167,-19.6,,2.6,338,986.2,
D03SKZ,1915-05-11T19:00:00Z,-41.96,-75.02,Endurance,10,5,246,167,-19.4,,4.6,349,986.1,
D03SN4,1915-05-11T23:00:00Z,-41.95,-75.04,Endurance,10,5,246,167,-20.6,,2.6,45,984.8,
D03SPL,1915-05-12T03:00:00Z,-41.93,-75.06,Endurance,10,5,246,167,-18.3,,6.7,45,983.9,
D03SRU,1915-05-12T07:00:00Z,-41.92,-75.09,Endurance,10,5,246,167,-17.2,,6.7,45,982.6,
D03SU4,1915-05-12T11:00:00Z,-41.91,-75.11,Endurance,10,5,246,167,-14.2,,9.3,45,981.8,
D03SWK,1915-05-12T15:00:00Z,-41.9,-75.13,Endurance,10,5,246,167,-13.2,,15.4,45,983.7,
D03SYT,1915-05-12T19:00:00Z,-41.98,-75.15,Endurance,10,5,246,167,-14.5,,9.3,56,984.5,
D03T0U,1915-05-12T23:00:00Z,-42.06,-75.17,Endurance,10,5,246,167,-16,,9.3,68,984.1,
D03T37,1915-05-13T03:00:00Z,-42.14,-75.19,Endurance,10,5,246,167,-16.7,,9.3,68,983.7,
D03T5B,1915-05-13T07:00:00Z,-42.22,-75.21,Endurance,10,5,246,167,-18.3,,12.3,68,983.2,
D03T7C,1915-05-13T11:00:00Z,-42.3,-75.23,Endurance,10,5,246,167,,,,,,
D03T9N,1915-05-13T15:00:00Z,-42.38,-75.25,Endurance,10,5,246,167,-11.9,,12.3,90,979.9,
D03TBV,1915-05-13T19:00:00Z,-42.47,-75.28,Endurance,10,5,246,167,-11.1,,15.4,90,978.8,
D03TDX,1915-05-13T23:00:00Z,-42.55,-75.3,Endurance,10,5,246,167,-12.9,,9.3,90,978,
D03TGA,1915-05-14T03:00:00Z,-42.63,-75.32,Endurance,10,5,246,167,-15,,9.3,101,977.4,
D03TIH,1915-05-14T07:00:00Z,-42.71,-75.34,Endurance,10,5,246,167,-17.8,,4.6,113,976.9,
D03TKP,1915-05-14T11:00:00Z,-42.79,-75.36,Endurance,10,5,246,167,-18.9,,4.6,113,976.8,
D03TN6,1915-05-14T15:00:00Z,-42.87,-75.38,Endurance,10,5,246,167,-21.4,,4.6,146,976.2,
D03TPA,1915-05-14T19:00:00Z,-42.92,-75.39,Endurance,10,5,246,167,-17.8,,9.3,135,975.9,
D03TRE,1915-05-14T23:00:00Z,-42.96,-75.4,Endurance,10,5,246,167,-15.3,,9.3,146,976.4,
D03TTO,1915-05-15T03:00:00Z,-43.01,-75.41,Endurance,10,5,246,167,-13.9,,,90,977.5,
D03TVS,1915-05-15T07:00:00Z,-43.06,-75.43,Endurance,10,5,246,167,-15.6,,,90,978.8,
D03TXY,1915-05-15T11:00:00Z,-43.1,-75.44,Endurance,10,5,246,167,-13.9,,,45,981,
D03U0G,1915-05-15T15:00:00Z,-43.15,-75.45,Endurance,10,5,246,167,-20.8,,6.7,45,984.9,
D03U2J,1915-05-15T19:00:00Z,-43.23,-75.45,Endurance,10,5,246,167,-20.8,,6.7,101,986.4,
D03U4M,1915-05-15T23:00:00Z,-43.31,-75.44,Endurance,10,5,246,167,-14.4,,,124,984,
D03U78,1915-05-16T03:00:00Z,-43.38,-75.44,Endurance,10,5,246,167,-11.7,,,113,981.6,
D03U98,1915-05-16T07:00:00Z,-43.46,-75.44,Endurance,10,5,246,167,-12.8,,,101,978.3,
D03UBA,1915-05-16T11:00:00Z,-43.54,-75.43,Endurance,10,5,246,167,-10,,19,146,974.2,
D03UDK,1915-05-16T15:00:00Z,-43.62,-75.43,Endurance,10,5,246,167,-10.7,,15.4,146,970.6,
D03UFO,1915-05-16T19:00:00Z,-43.67,-75.43,Endurance,10,5,246,167,-16.4,,9.3,11,977.2,
D03UHR,1915-05-16T23:00:00Z,-43.73,-75.42,Endurance,10,5,246,167,-16.2,,6.7,45,981.7,
D03UK3,1915-05-17T03:00:00Z,-43.78,-75.42,Endurance,10,5,246,167,-16.2,,4.6,101,983.3,
D03UM4,1915-05-17T07:00:00Z,-43.84,-75.41,Endurance,10,5,246,167,-16.3,,,169,983.8,
D03UOB,1915-05-17T11:00:00Z,-43.9,-75.41,Endurance,10,5,246,167,-16.1,,,169,981.6,
D03UQP,1915-05-17T15:00:00Z,-43.95,-75.4,Endurance,10,5,246,167,-11.7,,6.7,180,981.1,
D03USU,1915-05-17T19:00:00Z,-43.96,-75.4,Endurance,10,5,246,167,-11.6,,4.6,236,981.1,
D03UUU,1915-05-17T23:00:00Z,-43.97,-75.39,Endurance,10,5,246,167,-13.3,,6.7,236,988.4,
D03UX0,1915-05-18T03:00:00Z,-43.98,-75.39,Endurance,10,5,246,167,-18.4,,6.7,270,993.9,
D03UZ4,1915-05-18T07:00:00Z,-44,-75.39,Endurance,10,5,246,167,-27.7,,2.6,315,999.3,
D03V19,1915-05-18T11:00:00Z,-44.01,-75.38,Endurance,10,5,246,167,-29.4,,2.6,304,1004.9,
D03V3G,1915-05-18T15:00:00Z,-44.02,-75.38,Endurance,10,5,246,167,-26.4,,2.6,304,1010.9,
D03V5I,1915-05-18T19:00:00Z,-44.05,-75.39,Endurance,10,5,246,167,-25.6,,1,349,1014.5,
D03V7E,1915-05-18T23:00:00Z,-44.09,-75.39,Endurance,10,5,246,167,-22.2,,,,1016.9,
D03V9M,1915-05-19T03:00:00Z,-44.12,-75.4,Endurance,10,5,246,167,-24.2,,1,68,1017.4,
D03VBM,1915-05-19T07:00:00Z,-44.16,-75.4,Endurance,10,5,246,167,-25.1,,4.6,90,1016.4,
D03VDO,1915-05-19T11:00:00Z,-44.19,-75.41,Endurance,10,5,246,167,-21.7,,4.6,101,1014.4,
D03VFY,1915-05-19T15:00:00Z,-44.22,-75.41,Endurance,10,5,246,167,-19.4,,6.7,113,1011.1,
D03VI1,1915-05-19T19:00:00Z,-44.26,-75.42,Endurance,10,5,246,167,-16.1,,9.3,113,1006.4,
D03VJZ,1915-05-19T23:00:00Z,-44.29,-75.43,Endurance,10,5,246,167,-14.5,,6.7,124,1002.4,
D03VM2,1915-05-20T03:00:00Z,-44.33,-75.43,Endurance,10,5,246,167,-13.9,,4.6,124,999.8,
D03VO4,1915-05-20T07:00:00Z,-44.36,-75.44,Endurance,10,5,246,167,-12.9,,2.6,135,998.7,
D03VQ5,1915-05-20T11:00:00Z,-44.4,-75.44,Endurance,10,5,246,167,-12.8,,2.6,180,998,
D03VSA,1915-05-20T15:00:00Z,-44.43,-75.45,Endurance,10,5,246,167,-12.9,,4.6,191,998.6,
D03VUF,1915-05-20T19:00:00Z,-44.48,-75.44,Endurance,10,5,246,167,-13.4,,2.6,191,998.1,
D03VWA,1915-05-20T23:00:00Z,-44.54,-75.43,Endurance,10,5,246,167,-14.9,,6.7,191,997.9,
D03VYH,1915-05-21T03:00:00Z,-44.59,-75.43,Endurance,10,5,246,167,-14.9,,9.3,191,,
D03W0G,1915-05-21T07:00:00Z,-44.64,-75.42,Endurance,10,5,246,167,-16.1,,6.7,191,,
D03W2G,1915-05-21T11:00:00Z,-44.7,-75.41,Endurance,10,5,246,167,-17.8,,6.7,191,,
D03W4K,1915-05-21T15:00:00Z,-44.75,-75.4,Endurance,10,5,246,167,-17.8,,6.7,191,997.7,
D03W6J,1915-05-21T19:00:00Z,-44.79,-75.4,Endurance,10,5,246,167,-16.1,,6.7,180,997.1,
D03W8H,1915-05-21T23:00:00Z,-44.83,-75.39,Endurance,10,5,246,167,-15.4,,4.6,180,995.8,
D03WAT,1915-05-22T03:00:00Z,-44.86,-75.39,Endurance,10,5,246,167,-14.4,,4.6,169,993,
D03WCU,1915-05-22T07:00:00Z,-44.9,-75.39,Endurance,10,5,246,167,-10.3,,,,991.9,
D03WET,1915-05-22T11:00:00Z,-44.94,-75.38,Endurance,10,5,246,167,-10.3,,4.6,90,990.9,
D03WGZ,1915-05-22T15:00:00Z,-44.98,-75.38,Endurance,10,5,246,167,-12.7,,1,113,993.7,
D03WJ0,1915-05-22T19:00:00Z,-45.04,-75.38,Endurance,10,5,246,167,-13.2,,1,113,994.5,
D03WKX,1915-05-22T23:00:00Z,-45.11,-75.38,Endurance,10,5,246,167,-13.4,,0,361,996.2,
D03WNK,1915-05-23T03:00:00Z,-45.17,-75.38,Endurance,10,5,246,167,-12.2,,,169,997.6,
D03WPM,1915-05-23T07:00:00Z,-45.24,-75.38,Endurance,10,5,246,167,-13.6,,,146,997.4,
D03WRO,1915-05-23T11:00:00Z,-45.3,-75.38,Endurance,10,5,246,167,-14.4,,,146,999.1,
D03WTT,1915-05-23T15:00:00Z,-45.36,-75.37,Endurance,10,5,246,167,-17.8,,,146,1001.5,
D03WVW,1915-05-23T19:00:00Z,-45.43,-75.37,Endurance,10,5,246,167,-16.7,,6.7,146,1002.3,
D03WXX,1915-05-23T23:00:00Z,-45.49,-75.37,Endurance,10,5,246,167,-14.9,,6.7,146,1003.9,
D03X07,1915-05-24T03:00:00Z,-45.56,-75.37,Endurance,10,5,246,167,-15.2,,6.7,124,1004.8,
D03X29,1915-05-24T07:00:00Z,-45.62,-75.37,Endurance,10,5,246,167,-15.2,,6.7,158,1005.1,
D03X4A,1915-05-24T11:00:00Z,-45.69,-75.37,Endurance,10,5,246,167,-14.7,,6.7,180,1005.7,
D03X6H,1915-05-24T15:00:00Z,-45.75,-75.37,Endurance,10,5,246,167,-14.2,,6.7,214,1005.7,
D03X8K,1915-05-24T19:00:00Z,-45.64,-75.35,Endurance,10,5,246,167,-19.4,,6.7,214,1005.5,
D03XAF,1915-05-24T23:00:00Z,-45.53,-75.34,Endurance,10,5,246,167,-21.6,,2.6,236,1005.1,
D03XCO,1915-05-25T03:00:00Z,-45.42,-75.32,Endurance,10,5,246,167,-23.9,,4.6,236,1004.3,
D03XEQ,1915-05-25T07:00:00Z,-45.32,-75.3,Endurance,10,5,246,167,-23.9,,6.7,236,1004,
D03XGS,1915-05-25T11:00:00Z,-45.21,-75.29,Endurance,10,5,246,167,-24.7,,6.7,236,1004.1,
D03XIZ,1915-05-25T15:00:00Z,-45.1,-75.27,Endurance,10,5,246,167,-25.1,,4.6,236,1004.5,
D03XL4,1915-05-25T19:00:00Z,-45.07,-75.26,Endurance,10,5,246,167,-25,,2.6,248,1005,
D03XN3,1915-05-25T23:00:00Z,-45.03,-75.26,Endurance,10,5,246,167,-24.4,,2.6,259,1005.3,
D03XPE,1915-05-26T03:00:00Z,-45,-75.25,Endurance,10,5,246,167,-24.4,,2.6,259,1004.7,
D03XRG,1915-05-26T07:00:00Z,-44.97,-75.24,Endurance,10,5,246,167,-27.3,,2.6,259,1004,
D03XTI,1915-05-26T11:00:00Z,-44.93,-75.24,Endurance,10,5,246,167,-27.7,,2.6,259,1005,
D03XVQ,1915-05-26T15:00:00Z,-44.9,-75.23,Endurance,10,5,246,167,-27.2,,2.6,259,1004.7,
D03XXT,1915-05-26T19:00:00Z,-44.89,-75.2,Endurance,10,5,246,167,-28.9,,2.6,225,1005,
D03XZS,1915-05-26T23:00:00Z,-44.88,-75.18,Endurance,10,5,246,167,-28.9,,2.6,225,1004.2,
D03Y1X,1915-05-27T03:00:00Z,-44.87,-75.15,Endurance,10,5,246,167,-28.9,,1,225,1005.6,
D03Y3Z,1915-05-27T07:00:00Z,-44.87,-75.12,Endurance,10,5,246,167,-27.5,,2.6,236,1006.3,
D03Y62,1915-05-27T11:00:00Z,-44.86,-75.1,Endurance,10,5,246,167,-27.7,,2.6,236,1007,
D03Y89,1915-05-27T15:00:00Z,-44.85,-75.07,Endurance,10,5,246,167,-27.2,,2.6,248,1008.2,
D03YAA,1915-05-27T19:00:00Z,-44.86,-75.06,Endurance,10,5,246,167,-25.1,,4.6,214,1007.7,
D03YC7,1915-05-27T23:00:00Z,-44.88,-75.04,Endurance,10,5,246,167,-25,,4.6,203,1009.1,
D03YEE,1915-05-28T03:00:00Z,-44.89,-75.02,Endurance,10,5,246,167,-23.9,,2.6,214,1009.1,
D03YGH,1915-05-28T07:00:00Z,-44.9,-75.01,Endurance,10,5,246,167,-23.8,,2.6,225,1009.8,
D03YIL,1915-05-28T11:00:00Z,-44.92,-74.99,Endurance,10,5,246,167,-23.4,,2.6,225,1008.6,
D03YKV,1915-05-28T15:00:00Z,-44.93,-74.98,Endurance,10,5,246,167,-22.5,,1,236,1007,
D03YN3,1915-05-28T19:00:00Z,-44.89,-74.97,Endurance,10,5,246,167,-21.8,,1,236,1004.6,
D03YP3,1915-05-28T23:00:00Z,-44.85,-74.96,Endurance,10,5,246,167,-20.6,,2.6,248,1001.8,
D03YRF,1915-05-29T03:00:00Z,-44.8,-74.95,Endurance,10,5,246,167,-23.9,,2.6,248,998.8,
D03YTJ,1915-05-29T07:00:00Z,-44.76,-74.94,Endurance,10,5,246,167,-26.7,,,,997.1,
D03YVM,1915-05-29T11:00:00Z,-44.72,-74.93,Endurance,10,5,246,167,,,,,992.8,
D03YY2,1915-05-29T15:00:00Z,-44.68,-74.92,Endurance,10,5,246,167,-28.3,,1,225,991.1,
D03Z08,1915-05-29T19:00:00Z,-44.72,-74.89,Endurance,10,5,246,167,-30.6,,1,225,989.4,
D03Z2A,1915-05-29T23:00:00Z,-44.77,-74.87,Endurance,10,5,246,167,-28.9,,1,225,987.5,
D03Z4S,1915-05-30T03:00:00Z,-44.81,-74.84,Endurance,10,5,246,167,-30,,1,225,987.1,
D03Z6Z,1915-05-30T07:00:00Z,-44.86,-74.82,Endurance,10,5,246,167,-27.5,,1,180,987.5,
D03Z9A,1915-05-30T11:00:00Z,-44.9,-74.79,Endurance,10,5,246,167,-27.2,,2.6,191,987.5,
D03ZBP,1915-05-30T15:00:00Z,-44.95,-74.77,Endurance,10,5,246,167,-25.5,,2.6,169,991,
D03ZE3,1915-05-30T19:00:00Z,-45.04,-74.78,Endurance,10,5,246,167,-21,,2.6,158,993.6,
D03ZGA,1915-05-30T23:00:00Z,-45.13,-74.79,Endurance,10,5,246,167,-13.3,,6.7,169,996.1,
D03ZIP,1915-05-31T03:00:00Z,-45.22,-74.79,Endurance,10,5,246,167,-14.4,,,169,997.7,
D03ZL0,1915-05-31T07:00:00Z,-45.32,-74.8,Endurance,10,5,246,167,-14.7,,,158,1001,
D03ZN8,1915-05-31T11:00:00Z,-45.41,-74.81,Endurance,10,5,246,167,,,,169,1004.1,
D03ZPK,1915-05-31T15:00:00Z,-45.5,-74.82,Endurance,10,5,246,167,-23.3,,2.6,34,1008.2,
D03ZRU,1915-05-31T19:00:00Z,-45.47,-74.82,Endurance,10,5,246,167,-26.2,,2.6,124,1011,
D03ZTZ,1915-05-31T23:00:00Z,-45.45,-74.81,Endurance,10,5,246,167,-25,,2.6,158,1011.9,
D03ZWB,1915-06-01T03:00:00Z,-45.42,-74.81,Endurance,10,5,246,167,,,,,,
D03ZYK,1915-06-01T07:00:00Z,-45.4,-74.81,Endurance,10,5,246,167,-16.7,,2.6,146,1013,
D0400S,1915-06-01T11:00:00Z,-45.37,-74.8,Endurance,10,5,246,167,-17.8,,4.6,158,1012.8,
D04038,1915-06-01T15:00:00Z,-45.35,-74.8,Endurance,10,5,246,167,-19.6,,1,158,1012.8,
D0405L,1915-06-01T19:00:00Z,-45.32,-74.8,Endurance,10,5,246,167,-20,,1,236,1012.8,
D0407L,1915-06-01T23:00:00Z,-45.3,-74.79,Endurance,10,5,246,167,-19.6,,1,236,,
D0409P,1915-06-02T03:00:00Z,-45.28,-74.79,Endurance,10,5,246,167,-18.2,,1,270,1012.7,
D040BU,1915-06-02T07:00:00Z,-45.25,-74.79,Endurance,10,5,246,167,-20.6,,2.6,281,1011.9,
D040E1,1915-06-02T11:00:00Z,-45.22,-74.78,Endurance,10,5,246,167,-21.1,,2.6,293,1010.5,
D040GE,1915-06-02T15:00:00Z,-45.2,-74.78,Endurance,10,5,246,167,-21.4,,2.6,293,1009.1,
D040IN,1915-06-02T19:00:00Z,-45.18,-74.77,Endurance,10,5,246,167,-18.9,,2.6,304,1007,
D040KQ,1915-06-02T23:00:00Z,-45.16,-74.77,Endurance,10,5,246,167,-21.3,,2.6,304,1005.3,
D040MS,1915-06-03T03:00:00Z,-45.14,-74.76,Endurance,10,5,246,167,-23.3,,2.6,259,1004.8,
D040OY,1915-06-03T07:00:00Z,-45.12,-74.76,Endurance,10,5,246,167,-26.1,,2.6,259,1004.6,
D040R5,1915-06-03T11:00:00Z,-45.1,-74.76,Endurance,10,5,246,167,-28.3,,2.6,248,1005.2,
D040TN,1915-06-03T15:00:00Z,-45.08,-74.75,Endurance,10,5,246,167,-28.3,,1,236,1005,
D040VX,1915-06-03T19:00:00Z,-45.06,-74.75,Endurance,10,5,246,167,-29.6,,2.6,236,1005.2,
D040Y4,1915-06-03T23:00:00Z,-45.04,-74.74,Endurance,10,5,246,167,-28.6,,1,236,1005.2,
D0410L,1915-06-04T03:00:00Z,-45.01,-74.74,Endurance,10,5,246,167,-25.6,,0,361,1004.6,
D0412Z,1915-06-04T07:00:00Z,-44.99,-74.74,Endurance,10,5,246,167,-23.3,,0,361,1004.2,
D0415A,1915-06-04T11:00:00Z,-44.97,-74.73,Endurance,10,5,246,167,-21.7,,2.6,304,1003.3,
D0417T,1915-06-04T15:00:00Z,-44.95,-74.73,Endurance,10,5,246,167,-21.7,,4.6,338,999.2,
D041A8,1915-06-04T19:00:00Z,-44.94,-74.73,Endurance,10,5,246,167,-20,,6.7,360,996.2,
D041CF,1915-06-04T23:00:00Z,-44.94,-74.73,Endurance,10,5,246,167,-20,,6.7,11,993.8,
D041EM,1915-06-05T03:00:00Z,-44.93,-74.72,Endurance,10,5,246,167,-20.3,,0,361,992,
D041GS,1915-06-05T07:00:00Z,-44.93,-74.72,Endurance,10,5,246,167,-20.3,,1,236,992.5,
D041IZ,1915-06-05T11:00:00Z,-44.92,-74.72,Endurance,10,5,246,167,-25.3,,2.6,236,993.1,
D041LE,1915-06-05T15:00:00Z,-44.92,-74.72,Endurance,10,5,246,167,-28.5,,1,236,993.3,
D041NP,1915-06-05T19:00:00Z,-44.96,-74.71,Endurance,10,5,246,167,,,,,,
D041PT,1915-06-05T23:00:00Z,-45,-74.7,Endurance,10,5,246,167,-23.9,,2.6,225,991.9,
D041S4,1915-06-06T03:00:00Z,-45.03,-74.68,Endurance,10,5,246,167,-25.4,,2.6,225,991.4,
D041UD,1915-06-06T07:00:00Z,-45.07,-74.67,Endurance,10,5,246,167,-29.4,,2.6,225,990.7,
D041WP,1915-06-06T11:00:00Z,-45.11,-74.66,Endurance,10,5,246,167,-32.8,,2.6,225,990.1,
D041ZE,1915-06-06T15:00:00Z,-45.15,-74.65,Endurance,10,5,246,167,-33.4,,1,225,989.1,
D0421T,1915-06-06T19:00:00Z,-45.13,-74.63,Endurance,10,5,246,167,-28.9,,4.6,225,988.4,
D04240,1915-06-06T23:00:00Z,-45.12,-74.61,Endurance,10,5,246,167,-28.4,,6.7,225,987.7,
D04268,1915-06-07T03:00:00Z,-45.1,-74.59,Endurance,10,5,246,167,-25.6,,6.7,225,986.4,
D0428I,1915-06-07T07:00:00Z,-45.08,-74.57,Endurance,10,5,246,167,-27.5,,9.3,203,986,
D042AS,1915-06-07T11:00:00Z,-45.07,-74.55,Endurance,10,5,246,167,-25,,9.3,214,985,
D042DA,1915-06-07T15:00:00Z,-45.05,-74.53,Endurance,10,5,246,167,,,9.3,214,983,
D042FQ,1915-06-07T19:00:00Z,-45.08,-74.52,Endurance,10,5,246,167,-25,,4.6,203,981.8,
D042I1,1915-06-07T23:00:00Z,-45.11,-74.5,Endurance,10,5,246,167,-21.4,,4.6,203,981.7,
D042KF,1915-06-08T03:00:00Z,-45.13,-74.49,Endurance,10,5,246,167,-24.4,,4.6,203,982.8,
D042MV,1915-06-08T07:00:00Z,-45.16,-74.48,Endurance,10,5,246,167,,,2.6,203,,
D042PC,1915-06-08T11:00:00Z,-45.19,-74.46,Endurance,10,5,246,167,,,4.6,203,,
D042RZ,1915-06-08T15:00:00Z,-45.22,-74.45,Endurance,10,5,246,167,-24.4,,4.6,203,981.1,
D042UK,1915-06-08T19:00:00Z,-45.25,-74.45,Endurance,10,5,246,167,-22.5,,4.6,203,978.8,
D042WX,1915-06-08T23:00:00Z,-45.27,-74.44,Endurance,10,5,246,167,-18.1,,6.7,180,976.5,
D042ZM,1915-06-09T03:00:00Z,-45.3,-74.44,Endurance,10,5,246,167,-17.9,,6.7,158,975.2,
D04323,1915-06-09T07:00:00Z,-45.33,-74.44,Endurance,10,5,246,167,-22.5,,0,361,974.1,
D0434L,1915-06-09T11:00:00Z,-45.35,-74.43,Endurance,10,5,246,167,-26.7,,4.6,90,974.3,
D0437B,1915-06-09T15:00:00Z,-45.38,-74.43,Endurance,10,5,246,167,-31.1,,0,361,975.4,
D0439W,1915-06-09T19:00:00Z,-45.39,-74.43,Endurance,10,5,246,167,-32.8,,1,191,975.2,
D043CA,1915-06-09T23:00:00Z,-45.41,-74.43,Endurance,10,5,246,167,-34,,0,361,976,
D043F6,1915-06-10T03:00:00Z,-45.42,-74.43,Endurance,10,5,246,167,-32.7,,1,191,977.5,
D043HO,1915-06-10T07:00:00Z,-45.44,-74.42,Endurance,10,5,246,167,-32.5,,1,225,978.5,
D043K5,1915-06-10T11:00:00Z,-45.45,-74.42,Endurance,10,5,246,167,-31.9,,0,361,979.1,
D043MX,1915-06-10T15:00:00Z,-45.47,-74.42,Endurance,10,5,246,167,-30,,1,23,982.1,
D043PF,1915-06-10T19:00:00Z,-45.35,-74.43,Endurance,10,5,246,167,-32.1,,0,361,984.2,
D043RS,1915-06-10T23:00:00Z,-45.23,-74.43,Endurance,10,5,246,167,-32.8,,0,361,985.1,
D043UN,1915-06-11T03:00:00Z,-45.11,-74.43,Endurance,10,5,246,167,-29.6,,0,361,986.3,
D043X1,1915-06-11T07:00:00Z,-44.99,-74.44,Endurance,10,5,246,167,-30.6,,2.6,124,986.9,
D043ZG,1915-06-11T11:00:00Z,-44.87,-74.45,Endurance,10,5,246,167,-26.1,,4.6,124,987.3,
D04423,1915-06-11T15:00:00Z,-44.75,-74.45,Endurance,10,5,246,167,-23.6,,4.6,113,988.9,
D0444O,1915-06-11T19:00:00Z,-44.88,-74.45,Endurance,10,5,246,167,-22.2,,4.6,90,990.1,
D04472,1915-06-11T23:00:00Z,-45.02,-74.45,Endurance,10,5,246,167,-21.7,,2.6,90,990.9,
D044A1,1915-06-12T03:00:00Z,-45.15,-74.46,Endurance,10,5,246,167,-25,,2.6,101,991.8,
D044CG,1915-06-12T07:00:00Z,-45.28,-74.46,Endurance,10,5,246,167,-26.1,,4.6,169,990.3,
D044EW,1915-06-12T11:00:00Z,-45.42,-74.46,Endurance,10,5,246,167,-25,,4.6,180,988.1,
D044HG,1915-06-12T15:00:00Z,-45.55,-74.46,Endurance,10,5,246,167,-22.8,,6.7,169,985.9,
